"engine_name","version","family","pillar","phase","status","is_used","path_rel","module","sha256","size_bytes","summary","imports_local","external_apis","layers_emitted","risks"
"ENGINE-SENSORIEL-VENT-ODEURS-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","SYSTEME-SENSORIEL","P1","ACTIF_Ω","True","engines/v8_institutional/engine_sensoriel_vent_odeurs_omega.py","engines.v8_institutional.engine_sensoriel_vent_odeurs_omega","cd0d07a06debd8d9c04020af654c4f663750c07daa33bc15afa8bde9e83f6ba4","1768","ENGINE-SENSORIEL-VENT-ODEURS-Ω — Dispersion olfactive + detection vent.","engines.v8_institutional.engine_science_omega","","","—"
"router","—","Ω","ENVIRONNEMENT","Ω-SUPRA","ACTIF_Ω","True","engines/advanced_geospatial_omega/router.py","engines.advanced_geospatial_omega.router","1ba26c9c0c7874a4aee88bd85eb38596b9eb2319091f9ebb0769fc6a9494ccd5","6344","ENGINE_ADVANCED_GEOSPATIAL_Ω — Router FastAPI — X199 ACTIVÉ","engines.x199_commons","POST /|GET /status","fusion","—"
"router","—","Ω","ENVIRONNEMENT","Ω-SUPRA","ACTIF_Ω","True","engines/eco_zones_omega/router.py","engines.eco_zones_omega.router","edc97f665dd230c415dd3867b854717e66b89bf465fce93b513b5960fde85d92","6403","ENGINE_ECO_ZONES_Ω — Implémentation X200 P0","","GET /status|POST /compute|GET /saline-sources","zones|salines","—"
"router","—","Ω","ENVIRONNEMENT","Ω-SUPRA","ACTIF_Ω","True","engines/ecoforestry_omega/router.py","engines.ecoforestry_omega.router","37f26422cd92d62a846f3b12c1b23a128d93874ad8912a022a55b1a5b05708cb","5765","ENGINE_ECOFORESTRY_Ω — Router FastAPI — X199 ACTIVÉ","engines.x199_commons","POST /|GET /status","","—"
"router","—","Ω","ENVIRONNEMENT","Ω-SUPRA","ACTIF_Ω","True","engines/hydro_topo_omega/router.py","engines.hydro_topo_omega.router","64d5f7f4eb8b06194a438a03133863991af633595cad2f5a6be461146cc41a63","4611","ENGINE_HYDRO_TOPO_Ω — Implémentation X200 P0","","GET /status|POST /compute","","—"
"router","—","Ω","ENVIRONNEMENT","Ω-SUPRA","ACTIF_Ω","True","engines/terrain_3d_omega/router.py","engines.terrain_3d_omega.router","1e25c08a5fb6c5af273e16deb075180fce86c8731edfff215a792530cf459c43","5267","ENGINE_3D_TERRAIN_Ω — Router FastAPI — X199 ACTIVÉ","engines.x199_commons","POST /|GET /status","","—"
"engine_canopee_thermique_omega","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_canopee_thermique_omega.py","engines.v8_institutional.engine_canopee_thermique_omega","bab5b1059f5cd3d050e9e0ea135b9e2e12886cb22da303400ea17f94f73a098f","1352","ENGINE_CANOPÉE_THERMIQUE_Ω — Effet thermique canopée (ombre/refuge).","","","","—"
"ENGINE-CLIMAT-FUTUR-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_climat_futur_omega.py","engines.v8_institutional.engine_climat_futur_omega","bc7613fe2a5d805fc5683bf2bca8fdd5f4f507faeae808897a4d107837dcda0e","2679","ENGINE-CLIMAT-FUTUR-Ω — Projections CMIP6 calibrees.","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-HYDROLOGIE-SUPRA","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_hydrologie_supra.py","engines.v8_institutional.engine_hydrologie_supra","161f4c611d0c252193a89669c6b319a41631135d1017e58db36920adcdc90cd7","2771","ENGINE-HYDROLOGIE-SUPRA — Moteur hydrologie institutionnel","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-INFLUENCE-LUNAIRE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_influence_lunaire_omega.py","engines.v8_institutional.engine_influence_lunaire_omega","ff67806c93cc8446a137adf804ac0f0f3090d57a4da389b687aec19b7ef7bdda","2716","ENGINE-INFLUENCE-LUNAIRE-Ω — Phase lunaire + activite faunique.","engines.v8_institutional.engine_science_omega","","","—"
"engine_microclimat_advanced_omega","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_microclimat_advanced_omega.py","engines.v8_institutional.engine_microclimat_advanced_omega","3f6724c18d0facca2b729b84b6de7e39736adc452936767580f187ab79ce90db","2113","ENGINE_MICROCLIMAT_Ω_ADVANCED — Version avancée microclimat locale.","","","","—"
"engine_pression","—","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_pression.py","engines.v8_institutional.engine_pression","db4c96b85fd3c84499a627b09d4a849ad24b0b2be6b054230a1c25874f8fa90f","763","ENGINE 09 — PRESSION HUMAINE","engines.v8_national.phase_b_engines","","","—"
"ENGINE-PRESSION-ATMOSPHERIQUE-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_pression_atmospherique_omega.py","engines.v8_institutional.engine_pression_atmospherique_omega","5b839db0039707b730a3c67a850dfb17cd3e01e9a2dfd34ed74e643530256679","2446","ENGINE-PRESSION-ATMOSPHERIQUE-Ω — Pression + tendance + impact faunique.","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-RISQUES-HYDRO-Ω","—","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_risques_hydro_omega.py","engines.v8_institutional.engine_risques_hydro_omega","5b14858da230d7521e2343ea4af898a381f8c0c1070ff9f733ea781b0dd6239d","1799","ENGINE-RISQUES-HYDRO-Ω — Risques hydrologiques pancanadiens (Phase X-C)","engines.v8_institutional.federal_datasets_omega|engines.v8_institutional.engine_science_omega","GET /risques-hydro","","—"
"ENGINE-SOL-SUPRA","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_sol_supra.py","engines.v8_institutional.engine_sol_supra","e68328855768dae27e58c3f736b57b9da2f49d127f89be86b48795c6243a2be2","2884","ENGINE-SOL-SUPRA — Moteur pédologie institutionnel","engines.v8_institutional.engine_science_omega","","","—"
"ENGINE-THERMIQUE-MICROCLIMAT-Ω","V1-SUPRA-2026-04","V8_INSTITUTIONAL","ENVIRONNEMENT","P1-X-C","ACTIF_Ω","True","engines/v8_institutional/engine_thermique_microclimat_omega.py","engines.v8_institutional.engine_thermique_microclimat_omega","89b85680328ec47eb31b4bfc69a65448c40b66a6e5ae3260b3f07edf77fbc1c1","1570","ENGINE-THERMIQUE-MICROCLIMAT-Ω — Stress thermique + microclimat.","engines.v8_institutional.engine_science_omega","","","—"
"__init__","—","Ω","ENVIRONNEMENT","Ω-SUPRA","INACTIF_ORPHELIN","False","engines/advanced_geospatial_omega/__init__.py","engines.advanced_geospatial_omega.__init__","c9d83e77b014e5dc05cf8eccd9a945a4d2f26a3047ab8d3d819705daea5d43b2","538","ENGINE_ADVANCED_GEOSPATIAL_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","ENVIRONNEMENT","Ω-SUPRA","INACTIF_ORPHELIN","False","engines/eco_zones_omega/__init__.py","engines.eco_zones_omega.__init__","f5e350081f45316358a360aa7c59ceaaf3e5ba2bdb1e4bb87c95d490d80f49bc","522","ENGINE_ECO_ZONES_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","ENVIRONNEMENT","Ω-SUPRA","INACTIF_ORPHELIN","False","engines/ecoforestry_omega/__init__.py","engines.ecoforestry_omega.__init__","4f3ab419d74e3f11ec9ecae9d6fbc6ad4545157a6b2b0d081f3937f1a0b911f9","525","ENGINE_ECOFORESTRY_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","ENVIRONNEMENT","Ω-SUPRA","INACTIF_ORPHELIN","False","engines/hydro_topo_omega/__init__.py","engines.hydro_topo_omega.__init__","bdeef00259211b3201802b5ee687f56641b2b100cc9ee6efd45f544d17de3cf6","529","ENGINE_HYDRO_TOPO_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"__init__","—","Ω","ENVIRONNEMENT","Ω-SUPRA","INACTIF_ORPHELIN","False","engines/terrain_3d_omega/__init__.py","engines.terrain_3d_omega.__init__","5f25b11a7171ecb8cb5db419ba86a8d0a485d8656838f3d38236c027b77eeab1","508","ENGINE_3D_TERRAIN_Ω — Package squelette X199-PREPARATOIRE","","","","—"
"ENGINE-IA-CORRIDORS-ORGANIC-Ω","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/post_smoothing/organic_corridor_smoother.py","engines.post_smoothing.organic_corridor_smoother","7cf53689fb7f42b77ab134d3bed87ad7ed1da9572283a87e07e38b889a127619","40519","organic_corridor_smoother.py — Post-processeur RENDU Ω externe","engines.v8_institutional.species_presence_mask_omega|engines.post_smoothing.renduomega|engines.post_smoothing.predictive_integration|engines.post_smoothing.terrain_signals_builder|engines.v8_institutional|engines.post_smoothing.p1_preparation","GET /smoother-status|POST /generate","corridors|salines","—"
"p1_preparation","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/post_smoothing/p1_preparation.py","engines.post_smoothing.p1_preparation","0144ca6155b784cb326a72bcbc162a69647e369db6ddd3fd3ca70815c181922c","24504","p1_preparation.py — Préparation P1 & Branchement P1.2 EXTERNAL INFLOW → SMOOTHER X180","engines.post_smoothing.terrain_signals_builder|engines.bio_scoring_omega.router|engines.reseau_veineux_omega.router|engines.reseau_veineux_omega.external_inflow","","corridors|salines|fusion","—"
"predictive_integration","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/post_smoothing/predictive_integration.py","engines.post_smoothing.predictive_integration","47dfb202ea545ea46ef36d1862b62b77a70b1f20ae7cabfb59f3805553e17ad5","11632","predictive_integration.py — Intégration ENGINE_PREDICTIVE_Ω dans smoother X180","engines.predictive_omega.router","","corridors","—"
"renduomega","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/post_smoothing/renduomega.py","engines.post_smoothing.renduomega","1c14ec3edf789e46d9549fc9e18eeb7e1306ce527c61bc052f334aef9aa79b3c","28821","ENGINE_RENDUΩ — Validation stricte des corridors avant publication","engines.post_smoothing","","corridors|zones|affuts|salines|hotspots|contamination","—"
"terrain_signals_builder","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/post_smoothing/terrain_signals_builder.py","engines.post_smoothing.terrain_signals_builder","a110fc3d36e9b053b5687d534fc8e5ab70d8cdf245e442d4287e06ab78726f44","15360","terrain_signals_builder.py — Générateur de terrain_signals institutionnels Ω","engines.terrain_3d_omega.router","","","—"
"x199_commons","—","Ω","LEGACY","?","ACTIF_Ω","True","engines/x199_commons.py","engines.x199_commons","e916dbc9527b6f19caade5465ebe698725cadb33ee32233c6836f46b0ce75ea8","2017","x199_commons.py — Triple verrou Ω commun aux 5 engines X199","","","","—"
"anomaly_detector","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/bdre/anomaly_detector.py","engines.bdre.anomaly_detector","396741ae948b2e5ed7ef399cbf0d2c38fd991f6b95b6349c89ff925d29c1b50b","5367","BDRE — Anomaly Detector (F3)","","","","—"
"corridor_optimizer_v2","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/bdre/corridor_optimizer_v2.py","engines.bdre.corridor_optimizer_v2","f8dedd4109df8cc5a10e279980249973b2e9ae9121b82a90b2747ce4037a4f47","23822","corridor_optimizer_v2.py — CORRIDOR-FIRST X1 000 000%","","","","—"
"health_monitor","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/bdre/health_monitor.py","engines.bdre.health_monitor","b0ef40b124744c089c0c58af4dc2b643e8fc6644dc95a225f03d4bd1e0cb70b2","2836","BDRE — Health Monitor (F1)","","","","—"
"institutional_cache","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/bdre/institutional_cache.py","engines.bdre.institutional_cache","af61b52c7cec62615885e04b21ea590ccc27b3f4f04eb6cd87217814733bd31f","15430","BCE-4X — CACHE INSTITUTIONNEL PERMANENT","engines.bdre.corridor_optimizer_v2|engines.terrain_nav.terrain_graph|engines.terrain_nav|engines.terrain_nav.terrain_sources","","affuts","—"
"corridor_builder","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/corridor_unified/corridor_builder.py","engines.corridor_unified.corridor_builder","f4e4f98d4e5b483cc074f361587e9edd0f28e12c8548057c2eb50a37fba90557","9557","BCE-4X BLOC 1 — CORRIDOR_UNIFIED BUILDER","engines.terrain_nav|engines.bdre.corridor_optimizer_v2","","","—"
"corridor_model","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/corridor_unified/corridor_model.py","engines.corridor_unified.corridor_model","bd85c47997f3a690a001d9a00fd564c7f237a286641845fee61f8b456e8ba255","9254","BCE-4X BLOC 1 — CORRIDOR_UNIFIED MODEL","","","","—"
"access_engine","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/hunt_orchestrator/access_engine.py","engines.hunt_orchestrator.access_engine","1f6d82167783d9ca11c5a59d86c1da7459ef4d5117a6aeb17044e42814321614","35599","BCE-4X P0 — ENGINE ACCES DYNAMIQUE v2","engines.hunt_orchestrator.vent_odeurs|engines.terrain_nav|engines.bdre|engines.terrain_nav.terrain_costs","","","—"
"choix_affuts","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/hunt_orchestrator/choix_affuts.py","engines.hunt_orchestrator.choix_affuts","846af306006ce60a6f8e8827810e2036eb024017d79f1f1248405688a16969bd","16874","BCE-4X P0-C — ENGINE CHOIX DES AFFUTS v2","engines.hunt_orchestrator.vent_odeurs","","","—"
"orchestrator","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/hunt_orchestrator/orchestrator.py","engines.hunt_orchestrator.orchestrator","2f78a3f0129eaa56c59a2abbad03ca774e7631e42a3904d84d47eb9502a2b992","17823","BCE-4X P0 — ORCHESTRATEUR DE CHASSE v1","engines.bdre.institutional_cache|engines.hunt_orchestrator.choix_affuts|engines.hunt_orchestrator.access_engine|engines.terrain_nav|engines.hunt_orchestrator.vent_odeurs|engines.bdre|engines.bdre.corridor_optimizer_v2","","","—"
"vent_odeurs","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/hunt_orchestrator/vent_odeurs.py","engines.hunt_orchestrator.vent_odeurs","99c387b05625177ff5b3f7b28f6055a41d6ec011c8404a0a68aa59ba12a878c2","11395","BCE-4X P0 — ENGINE VENT & ODEURS v1","","","","—"
"x6000_product_score","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/nutrition_intelligence/x6000_product_score.py","engines.nutrition_intelligence.x6000_product_score","07bfea2885850076d3e95735c66a3ef2dc844f39e27080db091711e061fa440c","11015","x6000 — PRODUCT_SCORE_ENGINE","","","","—"
"candidate_generator","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/relocation/candidate_generator.py","engines.relocation.candidate_generator","d49a6f3ae5f9ad544eae5db0093072ab4a607184cacc0909fb9e89cc66ec305f","5885","BCE-4X BLOC 3 — CANDIDATE GENERATOR","engines.corridor_unified.corridor_model","","","—"
"relocation_engine","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/relocation/relocation_engine.py","engines.relocation.relocation_engine","fb04a55c18191a895710cf751169395c7bdba370ff9882d241c76804b9f18fdc","10885","BCE-4X BLOC 3 — RELOCATION ENGINE","engines.relocation.candidate_generator|engines.hunt_orchestrator.choix_affuts|engines.corridor_unified.corridor_model","","affuts","—"
"territory_bridge","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/supra_advanced/territory_bridge.py","engines.supra_advanced.territory_bridge","01638845bee9333b6b6ea10e936d8280822f56408d010c9a331e7811a114c3ed","5471","SUPRA-REACT-Omega: Territory IA Data Provider for SUPRA v2","","","hotspots","—"
"terrain_costs","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/terrain_nav/terrain_costs.py","engines.terrain_nav.terrain_costs","992ce471479217badaaff8b007c5b54579e82f7cff2b511bc08527d57a03ad1f","11719","BCE-4X Phase 2.5 — TERRAIN NAV ENGINE (TNE)","","","","—"
"terrain_graph","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/terrain_nav/terrain_graph.py","engines.terrain_nav.terrain_graph","039f120f296a4661cb2b873d02eaa816a19ae6fb18e0e75d39d24aeace996398","11787","BCE-4X Phase 2.5 — TERRAIN NAV ENGINE (TNE)","","","","—"
"terrain_router","—","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/terrain_nav/terrain_router.py","engines.terrain_nav.terrain_router","7b7e1ea91844b06d79450668cfa0bca2fd7b7d322f30ba3dc9af4e4528f016c7","20568","BCE-4X Phase 2.5 — TERRAIN NAV ENGINE (TNE)","","","","—"
"terrain_sources","v1","LEGACY","LEGACY","?","ACTIF_LEGACY","True","engines/terrain_nav/terrain_sources.py","engines.terrain_nav.terrain_sources","6f1e4d22bfa19c5f271488dcb7ea8929cdc83eaa658459ac3bcf6028cbd06efe","17054","BCE-4X Phase 2.5 — TERRAIN NAV ENGINE (TNE)","","","","—"
"router","—","V3","LEGACY","V3","ACTIF_LEGACY","True","engines/weather_v3/router.py","engines.weather_v3.router","636db94adbdd9cbd1ef38108a4a7bc276faaa600566ddf5f86475297ab9b4c55","13020","Weather Engine v3 — BCE-4X / STEEVE-MAX","engines.weather_v3.wind_model_provider|engines.bdre","GET /windgrid|GET /hunting-score|GET /current|GET /nowcast","","—"
"wind_model_provider","—","V3","LEGACY","V3","ACTIF_LEGACY","True","engines/weather_v3/wind_model_provider.py","engines.weather_v3.wind_model_provider","2ff795863f7ef9719d913d8c8a6c23b3ac4971e9e8ce2366b7796b7c6442cefb","6889","BCE-4X — Wind Model Provider Abstraction Layer","","","","—"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/__init__.py","engines.bdre.__init__","b2412b738ac1b8efba611e160b7d02c6503742d01a1ace1645e7b9d415f6d02d","3431","BDRE — BIONIC Data Reliability Engine","","","","LEGACY non-conforme à BCE-4X"
"audit_logger","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/audit_logger.py","engines.bdre.audit_logger","0cf0aeaee2481bfdd7ac9a7e3239804e12f796f5f32abbe06925d32314e1d5c8","3292","BDRE — Audit Logger (F6)","","","","LEGACY non-conforme à BCE-4X"
"fallback_chain","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/fallback_chain.py","engines.bdre.fallback_chain","21ef92978293ee38be967b6b1fcb73a3016cace0148b19609e54efb4178a5794","22722","BDRE — Fallback Chain (F5)","engines.terrain_nav.terrain_router|engines.hunt_orchestrator.access_engine|engines.terrain_nav|engines.bdre.corridor_optimizer_v2","","","LEGACY non-conforme à BCE-4X"
"quality_scorer","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/quality_scorer.py","engines.bdre.quality_scorer","20d8f43df07515160d360addd7d5ee51b678eb716b1d46aae69464984e668d25","7294","BDRE — Quality Scorer (F2)","","","","LEGACY non-conforme à BCE-4X"
"router","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/router.py","engines.bdre.router","c3daf59360e065abdfaa5bf9d275038a40ec049407982189563f904a5b7b51a3","19282","BDRE — Router (8 endpoints)","engines.bdre.institutional_cache|engines.bdre","GET /fallbacks/recent|GET /quality/report|GET /anomalies/recent|GET /dashboard|GET /monitor/status|GET /health","corridors|affuts","LEGACY non-conforme à BCE-4X"
"source_registry","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/source_registry.py","engines.bdre.source_registry","8179d2621f63b0897c8669a9898c9f31663a4dbbefe1e3811a85eec4c0ebbf58","8120","BDRE — Source Registry (F1/F2)","","","","LEGACY non-conforme à BCE-4X"
"source_selector","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/source_selector.py","engines.bdre.source_selector","9b2cc4a065fb9693e12f35b6a95ce7c96fad5ed982bc437ae206dab9c2928af7","2399","BDRE — Source Selector (F4)","","","","LEGACY non-conforme à BCE-4X"
"waterway_classifier","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/bdre/waterway_classifier.py","engines.bdre.waterway_classifier","e6c7ded32715ca4d2a4c5fdc78dee02646043b34eff0ac3c30ff0bdf3a298f58","4520","BDRE — Waterway Classifier (DS-8 Resolution)","","","","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/corridor_unified/__init__.py","engines.corridor_unified.__init__","0b90008baa28d92cf0befd42e7e7957b4590d2718fc6beea6453232d9d5359e9","111","","","","","LEGACY non-conforme à BCE-4X"
"router","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/corridor_unified/router.py","engines.corridor_unified.router","a91ba0bbfab7c6b57df3edabec0719620d912c667f3ada8f9727652a265eb191","7024","BCE-4X BLOC 1 — CORRIDOR_UNIFIED API","engines.corridor_unified.corridor_builder|engines.corridor_unified.corridor_model","POST /build|GET /status|POST /audit-exclusions","corridors|contamination","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/hunt_orchestrator/__init__.py","engines.hunt_orchestrator.__init__","3374506dd2048070428ac80058ec70810aa3ee33a49842c9afc5c9f0c4df6a5a","456","BCE-4X P0 — HUNT ORCHESTRATOR ENGINE","","","","LEGACY non-conforme à BCE-4X"
"router","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/hunt_orchestrator/router.py","engines.hunt_orchestrator.router","fc3d4bd8f45f5e41b074a58d8c08a745ecc310ccb4e957e6f344f07775d06976","16253","BCE-4X P0 — HUNT ORCHESTRATOR API","engines.hunt_orchestrator.orchestrator|engines.hunt_orchestrator.vent_odeurs|engines.terrain_nav.terrain_sources","GET /terrain-cache/stats|GET /status|POST /scent-zone|POST /contamination-zones|POST /access-route|POST /terrain-cache/invalidate","zones","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/__init__.py","engines.nutrition_intelligence.__init__","27d3d1e9d6942326c5ea9f1af888fd03d0f8e374121aa03fc85d0c7cf2b331c0","1361","Nutrition Intelligence Engine Package — x5000 SUPRA + x6000 + x6010-x6012","","","","LEGACY non-conforme à BCE-4X"
"ENGINE-V7","V6","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/router.py","engines.nutrition_intelligence.router","f75762f4e9344fc9ecd6f696bbe616c18c6a317c9e3de09d6c1d5136f57bd6e7","35742","API Router — Nutrition Intelligence x5000 SUPRA + x6000 + x6010-x6012","engines.nutrition_intelligence|engines.supra_advanced.territory_bridge","POST /products/compliance|POST /products/ecosystem|GET /evidence|GET /supplier/submission/{submission_id}|GET /terrain/solutions|POST /supplier/activate","corridors|hotspots","LEGACY non-conforme à BCE-4X"
"x5100_mineral_score","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5100_mineral_score.py","engines.nutrition_intelligence.x5100_mineral_score","612120c19bf068b0aa87209a9838a1f598ea832308f17709e7787c908ebe5230","5904","×5100 — MINERAL_SCORE_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5200_mineral_recommendation","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5200_mineral_recommendation.py","engines.nutrition_intelligence.x5200_mineral_recommendation","61acbd99f2fff019e7ab0e988799279b0035d2bb7f5626419c5774d59d3353a1","4286","×5200 — MINERAL_RECOMMENDATION_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5300_order_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5300_order_engine.py","engines.nutrition_intelligence.x5300_order_engine","a3342f2e149abab3d57bf7ed0610cd2f29f91aa2e6b1e9c01fa9f48a66f2ebd1","2175","×5300 — ORDER_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5500_energy_protein","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5500_energy_protein.py","engines.nutrition_intelligence.x5500_energy_protein","a1aa53f156bdaf9b278f9f1fb9207a75e39313c669b49cb3f62783e2f99a0376","15685","×5500 — ENERGY_PROTEIN_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5600_site_guide","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5600_site_guide.py","engines.nutrition_intelligence.x5600_site_guide","85e93f9bcd60568e6c85d3a3902edfe893f64fd03413122e439b2efa349983d9","9037","×5600 — SITE_GUIDE_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5700_cost_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5700_cost_engine.py","engines.nutrition_intelligence.x5700_cost_engine","62e1dc0008af9719037b907f981f129f3a5f2cb0fcf362dcd379cf54b6e6d6bb","3287","×5700 — COST_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5800_recipe_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5800_recipe_engine.py","engines.nutrition_intelligence.x5800_recipe_engine","1d1593ad02541aec6f9c026a2d09970d2253103169b9d6f72886fb721a7553ea","3496","×5800 — RECIPE_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x5900_evidence_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x5900_evidence_engine.py","engines.nutrition_intelligence.x5900_evidence_engine","7759654fb7669203e02e7001b5760fed8c31959a3b7b87e22ea4d4ddc1b1a409","10974","x5900 — EVIDENCE_ENGINE V2","","","","LEGACY non-conforme à BCE-4X"
"x6010_product_quality_analyzer","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x6010_product_quality_analyzer.py","engines.nutrition_intelligence.x6010_product_quality_analyzer","7ad548cf41c319d9ba496b39710db5522f39902f7edfae9b4c881bca4c8e78fc","7727","x6010 — PRODUCT_QUALITY_ANALYZER","engines.nutrition_intelligence.x6000_product_score","","","LEGACY non-conforme à BCE-4X"
"x6011_market_availability_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x6011_market_availability_engine.py","engines.nutrition_intelligence.x6011_market_availability_engine","544433ede26ba8a060a03ca74cd947e272cef2515712ccec49b79e5a96473e4b","12560","x6011 — MARKET_AVAILABILITY_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x6012_regulatory_compliance_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x6012_regulatory_compliance_engine.py","engines.nutrition_intelligence.x6012_regulatory_compliance_engine","e07d6a282633551e4b4e4a5cae1b6a68c14f4a6367dec20c55fe0e56c857fa28","11499","x6012 — REGULATORY_COMPLIANCE_ENGINE","","","","LEGACY non-conforme à BCE-4X"
"x6020_terrain_solutions","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x6020_terrain_solutions.py","engines.nutrition_intelligence.x6020_terrain_solutions","966c41a5c0b3cdd94d594a4a96c758d4c150c3f4f8ca54fb3905bec5fecf062d","14668","x6020 — TERRAIN_SOLUTIONS_ENGINE","","","salines","LEGACY non-conforme à BCE-4X"
