"filename","rel_path","primary_category","all_categories","pilier","phase","statut","is_omega","size_bytes","lines_total","lines_code","lines_comments","imports_count","risques","sha256"
"protections_omega.py","v8_institutional/protections_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","3772","105","93","1","4","","51fc00d06405fcb4a9a6944379865ec100037b692f84170eafd680e56462d5b5"
"redis_omega.py","v8_institutional/redis_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","4717","144","123","1","6","","f8b2ea439ca40fcc8b9dddc82088afdaf419f351a539143f2cfc399ca4399cc7"
"salines_organic_v1.py","v8_institutional/salines_organic_v1.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","2182","55","46","0","1","","2956ed8ba048e22ed56527417990266b790e692e77f2c07ccea6a1217b0a4a41"
"science_gaps_datasets.py","v8_institutional/science_gaps_datasets.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","5475","105","88","4","3","","3df60c3f518cf12239f96a2372760ffe2e3c4eb4cc9eb19ac4ae2170f8eff75a"
"securite_omega_v19.py","v8_institutional/securite_omega_v19.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","10811","241","185","22","6","","4efb2907b1444fe3c40d44b146d0532592e8debfdb42e1f39b89c07f6ce12e54"
"self_audit_alerts_omega.py","v8_institutional/self_audit_alerts_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","4968","143","123","3","12","","090df97bbe9011d19239c6ffd3c785a7be84f908f0826e5d40411d61ad6eaaab"
"self_audit_omega.py","v8_institutional/self_audit_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","14550","292","239","20","14","","449b6d0fe48c53a847eb426bd6fb5734f1f0b84d242fc97556ee6b0741d69dc8"
"sla_baseline_30j_omega.py","v8_institutional/sla_baseline_30j_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","3700","105","90","1","9","","dcc4621c4400cdb58c7499f41f44368cdcc1bb658db5e71f06f55fadf97dc0af"
"sla_baseline_omega.py","v8_institutional/sla_baseline_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","16829","404","303","35","16","","c3033785bc40c2a82ce6fa123d077ba60cafa3f4b8dc428015ad7723b11b0106"
"species_modulator_omega.py","v8_institutional/species_modulator_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","9233","202","161","10","7","","694ec91834184c57333049824f077e1d9572c70185b39ec64dfcb9f593e8881e"
"species_presence_mask_omega.py","v8_institutional/species_presence_mask_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","15218","315","247","39","8","fallback_detected","9a0b42a9f2ea097cd4d4f25dcfe7a58f9ce062062e628c33a5b0e3146a67c290"
"species_weighting_profiles.py","v8_institutional/species_weighting_profiles.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","3460","67","55","7","0","","fd291adaccaa3a075641983e78d4e90d66a940b13acf64e4ceccd8452419cc91"
"supra_donnees.py","v8_institutional/supra_donnees.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_SUPRA","V8","—","ACTIF","TRUE","14396","341","257","26","8","","04a81ec1369718b8bd9ca9cbd734bd50bc841b98f095ebb2e4126b4939ed639b"
"supra_v8.py","v8_institutional/supra_v8.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_SUPRA","V8","—","ACTIF","TRUE","7974","211","186","3","19","","519a9b3fc5a4ee4d4f392a857817cd023529035eb1b363d22381425d45b77253"
"terrain_v10_supra.py","v8_institutional/terrain_v10_supra.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_SUPRA","V8","—","ACTIF","TRUE","15619","374","288","31","7","","61e38e5a8f813dad9165adfc86e9e6bcf57dadf2d6e4df9dd164640ca7bfdebf"
"territoire_v10_supra.py","v8_institutional/territoire_v10_supra.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_SUPRA","V8","—","ACTIF","TRUE","66444","1429","1088","163","36","","06601e0040e30e95752c2881c4117273c815ef95a6d174bd629d6a8129346a34"
"v20_mvt_tiles.py","v8_institutional/v20_mvt_tiles.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","20093","464","419","11","13","","57deb24e20a17fd5bc4e42523f732719f27fa9d04b48345d5089e147ca013568"
"v20_performance_bundle.py","v8_institutional/v20_performance_bundle.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","21920","502","393","55","29","","5b55efb17b53fa9b51e14bfbefc6952fa9e07652dfb84950ef7772b3667223e5"
"visual_proof_live_omega.py","v8_institutional/visual_proof_live_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","7182","182","155","2","14","","6ef5047c7efe50995d1a9f65bb814a7042f344dbe6aa8d30df21a72482bc32eb"
"visual_proof_live_playwright.py","v8_institutional/visual_proof_live_playwright.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","10881","263","219","15","6","","491138c341391a368fad21ada4bd479b329092b0d4b9ce7b34622cf3a5c9f536"
"visual_proof_omega.py","v8_institutional/visual_proof_omega.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","13671","321","248","25","17","","c14cdcd5a94d0caaeb5d1c74b3b5e40bc5b78e0441135ffbca737fb52aea62c5"
"zones_organic_v1.py","v8_institutional/zones_organic_v1.py","V8_INSTITUTIONAL_Ω","V8_INSTITUTIONAL_Ω|LEGACY_V8","V8","—","ACTIF","TRUE","2201","55","47","0","1","","87077dae87f3c2048aad2e808e4254a86db6b6266f7b9fd70985976ce3f70922"
